t_sec,pid,cpu_raw,cpu_norm,rss_mb,peak_rss_mb,sys_cpu,sys_used_mb
24.21,82232,0.20,0.02,804.88,1097.19,81.10,6381.72
24.71,82232,0.10,0.01,804.88,1097.19,32.80,6397.59
25.21,82232,0.30,0.03,804.88,1097.19,28.90,6387.20
25.72,82232,0.20,0.02,804.88,1097.19,25.90,6405.95
26.22,82232,0.20,0.02,804.88,1097.19,0.00,6405.95
26.73,82232,0.20,0.02,804.88,1097.19,36.00,6476.38
27.23,82232,0.20,0.02,804.53,1097.19,28.20,6461.81
27.74,82232,0.10,0.01,701.48,1097.19,30.40,6389.20
28.24,82232,0.30,0.03,701.53,1097.19,0.00,6405.42
28.74,82232,0.30,0.03,598.00,1097.19,41.50,6384.64
29.25,82232,0.20,0.02,598.00,1097.19,63.60,6379.06
29.79,82232,0.20,0.02,571.16,1097.19,63.30,6374.39
30.29,82232,0.30,0.03,571.23,1097.19,0.00,6374.61
30.80,82232,0.20,0.02,571.23,1097.19,58.70,6359.28
31.30,82232,0.20,0.02,571.28,1097.19,0.00,6359.28
31.81,82232,0.30,0.03,493.41,1097.19,55.10,6355.64
32.31,82232,0.20,0.02,493.42,1097.19,53.10,6339.25
32.81,82232,0.20,0.02,493.44,1097.19,46.80,6241.62
33.32,82232,0.20,0.02,493.44,1097.19,0.00,6241.62
33.82,82232,0.20,0.02,493.45,1097.19,13.80,6210.44
34.33,82232,0.30,0.03,493.45,1097.19,12.60,6210.55
34.83,82232,0.30,0.03,493.45,1097.19,13.40,6198.41
35.34,82232,0.20,0.02,493.45,1097.19,0.00,6198.41
35.84,82232,0.30,0.03,493.45,1097.19,17.00,6246.83
36.34,82232,0.30,0.03,493.45,1097.19,0.00,6246.83
36.85,82232,0.20,0.02,493.45,1097.19,20.50,6299.27
37.35,82232,0.30,0.03,493.45,1097.19,0.00,6296.25
37.85,82232,0.10,0.01,493.45,1097.19,49.00,6308.38
38.36,82232,0.20,0.02,493.45,1097.19,35.20,6289.12
38.86,82232,0.20,0.02,493.47,1097.19,28.50,6291.73
39.36,82232,0.10,0.01,493.47,1097.19,24.40,6342.05
39.86,82232,0.20,0.02,493.47,1097.19,39.90,6387.39
40.36,82232,0.20,0.02,481.14,1097.19,22.90,6385.23
40.87,82232,0.20,0.02,481.14,1097.19,22.80,6297.12
41.37,82232,0.20,0.02,481.14,1097.19,28.00,6237.67
41.88,82232,0.20,0.02,481.14,1097.19,22.80,6253.81
42.38,82232,0.10,0.01,481.14,1097.19,0.00,6253.81
42.88,82232,0.30,0.03,481.20,1097.19,58.70,6234.12
43.39,82232,0.20,0.02,481.20,1097.19,54.80,6234.12
43.89,82232,0.10,0.01,481.20,1097.19,55.80,6211.31
44.40,82232,0.20,0.02,481.20,1097.19,54.50,6211.31
44.90,82232,0.20,0.02,481.20,1097.19,56.90,6214.69
45.41,82232,0.20,0.02,481.20,1097.19,58.00,6214.69
45.91,82232,0.20,0.02,481.20,1097.19,58.40,6206.19
46.42,82232,0.20,0.02,481.20,1097.19,0.00,6206.19
46.92,82232,0.10,0.01,481.20,1097.19,40.90,6170.91
47.43,82232,0.20,0.02,481.20,1097.19,0.00,6172.39
47.93,82232,0.20,0.02,481.22,1097.19,38.40,6170.11
48.44,82232,0.20,0.02,481.22,1097.19,16.70,6193.78
48.94,82232,0.30,0.03,481.22,1097.19,39.70,6303.77
49.45,82232,0.20,0.02,481.22,1097.19,0.00,6317.19
49.95,82232,0.10,0.01,481.22,1097.19,25.50,6136.02
50.46,82232,0.20,0.02,481.22,1097.19,0.00,6136.02
50.96,82232,0.10,0.01,481.22,1097.19,24.00,6017.73
51.47,82232,0.20,0.02,481.22,1097.19,0.00,5980.52
51.97,82232,0.20,0.02,481.23,1097.19,37.80,5985.19
52.48,82232,0.20,0.02,481.23,1097.19,0.00,5985.19
52.98,82232,0.20,0.02,481.25,1097.19,56.60,5921.08
53.49,82232,0.30,0.03,481.25,1097.19,75.00,5921.08
53.99,82232,0.20,0.02,481.25,1097.19,53.10,5908.92
54.50,82232,0.20,0.02,481.25,1097.19,87.50,5908.92
55.00,82232,0.30,0.03,481.25,1097.19,52.90,5908.27
55.50,82232,0.10,0.01,481.25,1097.19,0.00,5908.27
56.00,82232,104.50,10.45,741.00,1097.19,60.00,5727.19
56.51,82232,125.00,12.50,771.38,1097.19,0.00,5727.19
57.01,82232,130.60,13.06,802.73,1097.19,98.70,5559.27
57.52,82232,120.50,12.05,720.83,1097.19,99.70,5559.27
58.02,82232,127.20,12.72,647.02,1097.19,99.80,5489.59
58.53,82232,154.80,15.48,670.34,1097.19,0.00,5489.59
59.03,82232,141.60,14.16,684.45,1097.19,100.00,5452.80
59.54,82232,155.40,15.54,700.89,1097.19,0.00,5437.16
60.04,82232,118.00,11.80,704.20,1097.19,99.80,5448.73
60.55,82232,153.80,15.38,709.44,1097.19,100.00,5448.73
61.05,82232,114.20,11.42,703.34,1097.19,100.00,5433.92
61.56,82232,96.30,9.63,688.66,1097.19,0.00,5433.92
62.06,82232,135.90,13.59,707.59,1097.19,99.80,5512.19
62.56,82232,149.10,14.91,716.23,1097.19,100.00,5512.19
63.07,82232,136.10,13.61,720.72,1097.19,99.70,5367.23
63.57,82232,132.50,13.25,727.23,1097.19,100.00,5367.23
64.08,82232,128.40,12.84,729.23,1097.19,100.00,5372.59
64.58,82232,129.10,12.91,720.86,1097.19,100.00,5392.53
65.09,82232,122.10,12.21,720.12,1097.19,100.00,5386.44
65.59,82232,146.30,14.63,725.27,1097.19,0.00,5372.23
66.10,82232,156.90,15.69,724.58,1097.19,100.00,5385.44
66.60,82232,151.70,15.17,728.86,1097.19,0.00,5396.81
67.11,82232,154.90,15.49,735.02,1097.19,100.00,5392.14
67.61,82232,163.90,16.39,747.09,1097.19,100.00,5229.64
68.12,82232,164.00,16.40,577.56,1097.19,82.40,4426.22
68.62,82232,91.30,9.13,804.34,1097.19,61.30,5425.73
69.13,82232,148.00,14.80,740.97,1097.19,99.40,5359.56
69.64,82232,144.40,14.44,741.25,1097.19,0.00,5359.56
70.14,82232,144.20,14.42,770.09,1097.19,100.00,5350.98
70.65,82232,153.20,15.32,783.05,1097.19,0.00,5350.98
71.15,82232,156.40,15.64,795.56,1097.19,100.00,5362.12
71.66,82232,148.00,14.80,804.33,1097.19,100.00,5362.12
72.16,82232,152.20,15.22,806.75,1097.19,100.00,5378.64
72.67,82232,148.90,14.89,811.23,1097.19,99.20,5378.64
73.17,82232,151.50,15.15,815.94,1097.19,99.80,5350.39
73.68,82232,159.50,15.95,819.69,1097.19,100.00,5350.39
74.18,82232,155.50,15.55,825.14,1097.19,100.00,5336.80
74.68,82232,145.20,14.52,826.05,1097.19,100.00,5336.91
75.19,82232,138.90,13.89,826.19,1097.19,100.00,5344.59
75.69,82232,154.00,15.40,830.95,1097.19,0.00,5344.59
76.20,82232,125.50,12.55,829.58,1097.19,99.90,5305.53
76.70,82232,149.80,14.98,835.50,1097.19,0.00,5305.53
77.21,82232,148.20,14.82,837.05,1097.19,100.00,5301.61
77.71,82232,151.20,15.12,833.42,1097.19,0.00,5272.77
78.21,82232,143.90,14.39,832.45,1097.19,99.90,5285.03
78.72,82232,147.60,14.76,832.44,1097.19,0.00,5285.03
79.23,82232,150.20,15.02,789.03,1097.19,99.80,5280.92
79.73,82232,153.80,15.38,792.95,1097.19,100.00,5280.92
80.23,82232,67.50,6.75,619.39,1097.19,98.00,4645.42
80.73,82232,64.00,6.40,831.84,1097.19,0.00,4311.09
81.24,82232,134.20,13.42,809.58,1097.19,81.40,5298.36
81.74,82232,152.30,15.23,813.62,1097.19,100.00,5298.09
82.24,82232,134.30,13.43,815.14,1097.19,100.00,5325.38
82.75,82232,150.20,15.02,816.25,1097.19,100.00,5317.41
83.25,82232,152.80,15.28,820.00,1097.19,100.00,5308.98
83.76,82232,127.20,12.72,809.59,1097.19,0.00,5308.98
84.26,82232,164.50,16.45,802.83,1097.19,100.00,5323.19
84.76,82232,143.70,14.37,803.59,1097.19,99.70,5323.19
85.27,82232,159.80,15.98,800.39,1097.19,100.00,5325.11
85.77,82232,162.20,16.22,796.09,1097.19,100.00,5325.72
86.28,82232,162.40,16.24,807.19,1097.19,99.90,5331.75
86.78,82232,134.80,13.48,807.70,1097.19,100.00,5330.58
87.29,82232,165.80,16.58,805.94,1097.19,100.00,5336.06
87.80,82232,150.90,15.09,807.92,1097.19,100.00,5315.56
88.30,82232,166.80,16.68,818.00,1097.19,100.00,5327.20
88.81,82232,160.60,16.06,818.86,1097.19,100.00,5310.23
89.31,82232,168.50,16.85,820.77,1097.19,100.00,5324.38
89.82,82232,164.90,16.49,822.73,1097.19,0.00,5324.38
90.32,82232,177.20,17.72,816.89,1097.19,99.90,5313.41
90.82,82232,166.50,16.65,822.06,1097.19,0.00,5313.41
91.33,82232,169.90,16.99,821.61,1097.19,99.90,5317.97
91.83,82232,86.00,8.60,643.95,1097.19,100.00,5318.53
92.34,82232,0.20,0.02,643.97,1097.19,86.30,4453.33
92.84,82232,111.40,11.14,812.72,1097.19,0.00,5021.28
93.34,82232,169.30,16.93,813.72,1097.19,85.60,5296.64
93.85,82232,166.60,16.66,818.27,1097.19,100.00,5314.48
94.35,82232,176.40,17.64,813.75,1097.19,100.00,5311.06
94.86,82232,152.60,15.26,815.56,1097.19,0.00,5333.77
95.36,82232,168.30,16.83,821.16,1097.19,100.00,5313.97
95.87,82232,166.50,16.65,822.83,1097.19,100.00,5313.97
96.37,82232,171.80,17.18,818.44,1097.19,100.00,5304.66
96.88,82232,167.00,16.70,816.53,1097.19,100.00,5304.66
97.38,82232,161.10,16.11,816.19,1097.19,100.00,5315.52
97.88,82232,158.30,15.83,815.84,1097.19,0.00,5315.52
98.39,82232,174.20,17.42,814.98,1097.19,99.90,5320.11
98.89,82232,170.20,17.02,810.73,1097.19,100.00,5308.95
99.40,82232,163.50,16.35,813.53,1097.19,100.00,5318.42
99.90,82232,176.60,17.66,815.05,1097.19,0.00,5318.42
100.41,82232,168.20,16.82,818.30,1097.19,99.90,5309.95
100.92,82232,155.20,15.52,821.23,1097.19,100.00,5309.95
101.42,82232,165.60,16.56,819.58,1097.19,99.80,5308.42
101.93,82232,166.30,16.63,813.22,1097.19,100.00,5308.42
102.43,82232,164.90,16.49,811.73,1097.19,100.00,5134.30
102.93,82232,74.10,7.41,635.97,1097.19,0.00,4978.34
103.44,82232,0.20,0.02,635.97,1097.19,96.90,4667.41
103.94,82232,131.20,13.12,814.61,1097.19,0.00,4667.41
104.45,82232,161.50,16.15,819.05,1097.19,87.70,5255.33
104.95,82232,155.60,15.56,816.88,1097.19,0.00,5255.33
105.45,82232,168.00,16.80,818.80,1097.19,100.00,5294.66
105.96,82232,163.20,16.32,819.27,1097.19,0.00,5294.61
106.46,82232,166.10,16.61,821.44,1097.19,99.90,5281.52
106.97,82232,158.70,15.87,824.92,1097.19,0.00,5281.78
107.47,82232,167.60,16.76,820.80,1097.19,100.00,5289.23
107.98,82232,168.90,16.89,803.62,1097.19,100.00,5283.41
108.48,82232,161.40,16.14,809.45,1097.19,100.00,5284.30
108.99,82232,165.60,16.56,815.44,1097.19,100.00,5284.30
109.49,82232,151.80,15.18,803.77,1097.19,99.90,5332.95
110.00,82232,140.80,14.08,809.53,1097.19,0.00,5318.11
110.50,82232,108.20,10.82,801.08,1097.19,99.90,5318.47
111.00,82232,157.30,15.73,803.09,1097.19,100.00,5326.33
111.50,82232,135.40,13.54,744.38,1097.19,100.00,5293.17
112.01,82232,158.20,15.82,729.69,1097.19,0.00,5293.17
112.51,82232,149.20,14.92,737.22,1097.19,99.80,5272.36
113.02,82232,140.70,14.07,741.27,1097.19,0.00,5272.36
113.52,82232,154.50,15.45,743.73,1097.19,100.00,5284.09
114.03,82232,143.30,14.33,748.61,1097.19,100.00,5284.09
114.53,82232,158.60,15.86,763.86,1097.19,100.00,5117.48
115.04,82232,64.10,6.41,585.31,1097.19,96.20,4763.73
115.54,82232,61.40,6.14,819.36,1097.19,67.20,5296.34
116.04,82232,139.70,13.97,823.11,1097.19,0.00,5262.05
116.54,82232,133.30,13.33,823.61,1097.19,99.90,5275.89
117.05,82232,155.10,15.51,825.03,1097.19,100.00,5275.89
117.55,82232,160.90,16.09,830.91,1097.19,100.00,5286.28
118.06,82232,132.80,13.28,820.06,1097.19,0.00,5262.58
118.56,82232,155.80,15.58,820.41,1097.19,99.80,5269.14
119.06,82232,151.00,15.10,821.03,1097.19,0.00,5269.14
119.57,82232,146.40,14.64,808.73,1097.19,100.00,5283.72
120.07,82232,126.50,12.65,817.47,1097.19,0.00,5283.72
120.58,82232,141.00,14.10,830.80,1097.19,100.00,5285.73
121.09,82232,144.80,14.48,826.91,1097.19,100.00,5285.73
121.59,82232,132.90,13.29,807.36,1097.19,100.00,5276.64
122.10,82232,138.40,13.84,811.09,1097.19,0.00,5276.64
122.60,82232,139.10,13.91,811.34,1097.19,100.00,5261.00
123.10,82232,136.80,13.68,791.19,1097.19,99.20,5260.58
123.61,82232,137.30,13.73,795.66,1097.19,100.00,5253.77
124.11,82232,142.90,14.29,750.69,1097.19,100.00,5251.16
124.62,82232,144.70,14.47,752.06,1097.19,99.70,5260.70
125.12,82232,125.00,12.50,751.47,1097.19,0.00,5261.25
125.63,82232,152.40,15.24,753.80,1097.19,99.80,5264.59
126.13,82232,133.00,13.30,753.02,1097.19,100.00,5248.17
126.64,82232,140.10,14.01,753.09,1097.19,100.00,5254.23
127.14,82232,131.60,13.16,750.67,1097.19,0.00,5254.23
127.64,82232,183.80,18.38,752.83,1097.19,99.10,4761.84
128.15,82232,71.30,7.13,838.30,1097.19,0.00,4763.02
128.65,82232,133.80,13.38,786.42,1097.19,81.20,5270.34
129.15,82232,126.00,12.60,795.91,1097.19,0.00,5258.17
129.66,82232,163.40,16.34,818.86,1097.19,100.00,5272.77
130.16,82232,123.60,12.36,819.34,1097.19,100.00,5276.61
130.67,82232,147.20,14.72,815.52,1097.19,100.00,5276.73
131.17,82232,136.40,13.64,768.55,1097.19,100.00,5276.20
131.68,82232,134.10,13.41,760.98,1097.19,99.70,5310.34
132.18,82232,130.00,13.00,776.25,1097.19,100.00,5310.34
132.69,82232,145.50,14.55,787.05,1097.19,100.00,5318.80
133.19,82232,152.00,15.20,794.92,1097.19,100.00,5302.73
133.69,82232,154.10,15.41,804.88,1097.19,100.00,5306.97
134.19,82232,144.60,14.46,807.92,1097.19,0.00,5287.58
134.70,82232,154.70,15.47,816.86,1097.19,100.00,5286.55
135.20,82232,153.90,15.39,812.41,1097.19,0.00,5278.81
135.71,82232,153.00,15.30,812.39,1097.19,100.00,5271.17
136.21,82232,136.60,13.66,814.30,1097.19,0.00,5279.17
136.72,82232,170.30,17.03,815.83,1097.19,100.00,5253.97
137.23,82232,160.00,16.00,829.78,1097.19,0.00,5257.39
137.73,82232,149.70,14.97,825.77,1097.19,99.90,5255.97
138.24,82232,151.60,15.16,820.72,1097.19,0.00,5259.36
138.74,82232,155.70,15.57,825.91,1097.19,99.90,5245.02
139.24,82232,150.90,15.09,818.11,1097.19,100.00,5245.02
139.75,82232,155.60,15.56,828.80,1097.19,100.00,5239.27
140.25,82232,125.80,12.58,656.56,1097.19,0.00,5239.27
140.76,82232,0.10,0.01,656.58,1097.19,89.60,4440.19
141.26,82232,144.50,14.45,805.03,1097.19,15.80,4440.19
141.77,82232,148.40,14.84,808.14,1097.19,95.60,5273.69
142.27,82232,136.00,13.60,811.45,1097.19,0.00,5258.56
142.77,82232,161.50,16.15,815.56,1097.19,100.00,5259.69
143.28,82232,150.30,15.03,822.25,1097.19,100.00,5259.69
143.78,82232,167.20,16.72,819.11,1097.19,99.70,5261.41
144.29,82232,147.10,14.71,814.20,1097.19,0.00,5261.41
144.79,82232,139.10,13.91,810.00,1097.19,100.00,5276.97
145.30,82232,161.30,16.13,788.97,1097.19,0.00,5278.27
145.80,82232,142.30,14.23,792.22,1097.19,100.00,5272.66
146.30,82232,158.50,15.85,796.17,1097.19,0.00,5272.66
146.81,82232,130.40,13.04,801.55,1097.19,100.00,5286.44
147.31,82232,146.00,14.60,800.38,1097.19,0.00,5286.44
147.82,82232,162.20,16.22,786.11,1097.19,99.90,5286.45
148.32,82232,145.30,14.53,747.72,1097.19,0.00,5267.03
148.83,82232,167.80,16.78,751.88,1097.19,99.90,5258.23
149.33,82232,158.30,15.83,756.69,1097.19,0.00,5264.78
149.84,82232,154.40,15.44,758.38,1097.19,99.90,5269.98
150.34,82232,166.60,16.66,763.55,1097.19,0.00,5276.92
150.85,82232,172.00,17.20,764.50,1097.19,99.90,5270.62
151.35,82232,161.90,16.19,761.88,1097.19,100.00,5266.81
151.86,82232,170.60,17.06,763.95,1097.19,99.80,5257.27
152.36,82232,82.30,8.23,587.41,1097.19,0.00,5257.27
152.87,82232,0.20,0.02,587.45,1097.19,91.90,4262.55
153.38,82232,96.10,9.61,809.92,1097.19,0.00,5249.81
153.88,82232,161.10,16.11,809.31,1097.19,82.50,5241.25
154.39,82232,139.20,13.92,769.97,1097.19,0.00,5245.50
154.89,82232,166.30,16.63,773.19,1097.19,100.00,5252.34
155.40,82232,170.00,17.00,795.88,1097.19,0.00,5252.34
155.90,82232,162.80,16.28,795.34,1097.19,99.90,5255.69
156.40,82232,172.20,17.22,803.67,1097.19,0.00,5258.64
156.90,82232,159.90,15.99,810.84,1097.19,99.90,5280.22
157.41,82232,161.60,16.16,812.95,1097.19,99.80,5280.22
157.91,82232,170.70,17.07,808.66,1097.19,100.00,5276.58
158.41,82232,147.30,14.73,801.36,1097.19,0.00,5276.58
158.92,82232,168.50,16.85,764.20,1097.19,100.00,5266.17
159.43,82232,155.30,15.53,758.98,1097.19,0.00,5266.17
159.93,82232,161.30,16.13,755.48,1097.19,99.70,5246.41
160.43,82232,177.30,17.73,759.03,1097.19,100.00,5246.41
160.94,82232,167.70,16.77,768.77,1097.19,99.80,5265.08
161.44,82232,156.20,15.62,772.45,1097.19,0.00,5265.08
161.95,82232,155.40,15.54,770.31,1097.19,100.00,5254.25
162.45,82232,167.10,16.71,773.41,1097.19,100.00,5243.62
162.96,82232,157.30,15.73,772.88,1097.19,100.00,5251.73
163.46,82232,157.80,15.78,773.53,1097.19,99.80,5251.73
163.96,82232,105.60,10.56,596.00,1097.19,99.70,4717.88
164.47,82232,28.90,2.89,851.44,1097.19,0.00,4717.88
164.97,82232,155.80,15.58,806.31,1097.19,83.90,5246.98
165.47,82232,158.70,15.87,817.25,1097.19,99.60,5246.98
165.98,82232,176.60,17.66,819.33,1097.19,100.00,5241.09
166.48,82232,166.40,16.64,820.62,1097.19,100.00,5241.09
166.99,82232,161.00,16.10,826.84,1097.19,99.90,5241.27
167.49,82232,151.40,15.14,824.42,1097.19,99.60,5241.27
168.00,82232,156.30,15.63,828.03,1097.19,99.90,5256.08
168.50,82232,172.10,17.21,820.12,1097.19,100.00,5256.08
169.01,82232,162.40,16.24,808.47,1097.19,100.00,5241.33
169.51,82232,166.10,16.61,804.14,1097.19,0.00,5241.33
170.02,82232,164.70,16.47,807.61,1097.19,100.00,5242.17
170.52,82232,157.60,15.76,821.89,1097.19,100.00,5242.17
171.03,82232,160.50,16.05,824.36,1097.19,100.00,5246.91
171.53,82232,157.40,15.74,828.02,1097.19,0.00,5246.91
172.04,82232,178.10,17.81,838.05,1097.19,99.80,5248.59
172.54,82232,153.70,15.37,839.00,1097.19,0.00,5248.78
173.05,82232,164.20,16.42,843.69,1097.19,100.00,5239.33
173.55,82232,166.00,16.60,838.77,1097.19,0.00,5239.33
174.06,82232,169.50,16.95,842.48,1097.19,99.80,5227.16
174.56,82232,157.60,15.76,841.17,1097.19,0.00,5225.36
175.06,82232,181.60,18.16,663.61,1097.19,99.50,4750.11
175.57,82232,0.20,0.02,663.61,1097.19,0.00,4419.94
176.07,82232,129.00,12.90,816.38,1097.19,81.10,5268.64
176.58,82232,158.00,15.80,811.09,1097.19,100.00,5268.64
177.08,82232,146.90,14.69,810.09,1097.19,100.00,5259.64
177.58,82232,162.10,16.21,815.12,1097.19,100.00,5259.64
178.09,82232,158.40,15.84,822.17,1097.19,100.00,5257.22
178.59,82232,163.90,16.39,816.80,1097.19,0.00,5251.50
179.10,82232,142.90,14.29,813.78,1097.19,100.00,5246.20
179.60,82232,156.40,15.64,794.17,1097.19,0.00,5246.20
180.11,82232,166.10,16.61,797.06,1097.19,100.00,5255.58
180.61,82232,157.70,15.77,800.48,1097.19,100.00,5255.58
181.12,82232,161.70,16.17,802.69,1097.19,100.00,5239.02
181.62,82232,159.70,15.97,811.48,1097.19,0.00,5246.97
182.13,82232,161.30,16.13,815.34,1097.19,100.00,5268.47
182.63,82232,167.30,16.73,814.52,1097.19,0.00,5252.08
183.14,82232,163.70,16.37,820.70,1097.19,99.60,5251.20
183.64,82232,156.50,15.65,824.22,1097.19,100.00,5251.20
184.14,82232,153.80,15.38,819.09,1097.19,99.70,5290.23
184.65,82232,144.70,14.47,815.97,1097.19,0.00,5266.55
185.15,82232,165.00,16.50,823.34,1097.19,99.90,5271.56
185.66,82232,160.70,16.07,831.52,1097.19,100.00,5259.56
186.17,82232,167.60,16.76,831.61,1097.19,99.90,5088.20
186.67,82232,166.40,16.64,653.69,1097.19,100.00,5088.20
187.18,82232,0.10,0.01,653.69,1097.19,64.50,4421.31
187.68,82232,0.60,0.06,653.69,1097.19,0.00,4421.31
188.18,82232,0.90,0.09,653.69,1097.19,13.20,4446.28
188.69,82232,0.30,0.03,653.69,1097.19,20.50,4446.28
189.19,82232,0.50,0.05,653.69,1097.19,18.30,4520.23
189.69,82232,0.30,0.03,653.69,1097.19,16.90,4520.23
190.19,82232,0.30,0.03,653.69,1097.19,19.20,4573.66
190.70,82232,0.30,0.03,653.69,1097.19,16.70,4570.78
191.20,82232,0.50,0.05,653.69,1097.19,22.70,4575.98
191.71,82232,0.60,0.06,653.69,1097.19,0.00,4580.19
192.21,82232,0.40,0.04,653.69,1097.19,20.20,4595.70
192.72,82232,0.40,0.04,653.69,1097.19,0.00,4595.70
193.22,82232,0.30,0.03,653.69,1097.19,18.70,4706.95
193.73,82232,0.80,0.08,653.69,1097.19,13.60,4706.95
194.23,82232,0.50,0.05,653.69,1097.19,18.10,4712.75
194.73,82232,0.40,0.04,653.69,1097.19,22.60,4712.75
195.24,82232,0.40,0.04,653.69,1097.19,20.30,4753.88
195.74,82232,0.30,0.03,653.69,1097.19,0.00,4753.88
196.24,82232,0.50,0.05,653.69,1097.19,17.70,4664.39
196.75,82232,110.50,11.05,761.12,1097.19,0.00,4664.41
197.25,82232,150.50,15.05,781.62,1097.19,83.30,5329.27
197.76,82232,146.60,14.66,747.75,1097.19,100.00,5310.23
198.27,82232,149.40,14.94,733.53,1097.19,100.00,5337.36
198.77,82232,139.90,13.99,722.06,1097.19,100.00,5337.36
199.27,82232,151.80,15.18,710.09,1097.19,100.00,5303.09
199.78,82232,151.20,15.12,723.30,1097.19,0.00,5254.17
200.28,82232,152.50,15.25,705.52,1097.19,99.90,5291.22
200.79,82232,145.00,14.50,674.73,1097.19,0.00,5291.22
201.29,82232,149.80,14.98,675.42,1097.19,99.70,5268.02
201.80,82232,148.70,14.87,681.75,1097.19,0.00,5275.00
202.30,82232,157.80,15.78,683.97,1097.19,99.90,5289.98
202.81,82232,162.60,16.26,691.23,1097.19,0.00,5289.98
203.31,82232,157.60,15.76,696.52,1097.19,99.80,5290.42
203.82,82232,152.60,15.26,701.14,1097.19,0.00,5294.06
204.32,82232,150.90,15.09,705.25,1097.19,99.80,5285.06
204.83,82232,157.50,15.75,708.56,1097.19,100.00,5298.53
205.33,82232,162.70,16.27,711.66,1097.19,100.00,5306.59
205.84,82232,154.20,15.42,709.36,1097.19,0.00,5306.59
206.34,82232,173.80,17.38,716.48,1097.19,100.00,5294.11
206.85,82232,157.70,15.77,713.97,1097.19,100.00,5294.11
207.35,82232,172.60,17.26,720.73,1097.19,99.70,5297.66
207.86,82232,143.90,14.39,544.20,1097.19,99.60,5297.66
208.36,82232,152.30,15.23,839.89,1097.19,68.30,5328.95
208.87,82232,143.50,14.35,807.98,1097.19,0.00,5322.97
209.37,82232,146.70,14.67,817.34,1097.19,99.70,5334.05
209.88,82232,154.10,15.41,827.97,1097.19,100.00,5325.77
210.38,82232,174.00,17.40,837.97,1097.19,99.70,5344.42
210.89,82232,155.90,15.59,830.64,1097.19,100.00,5334.08
211.39,82232,157.70,15.77,823.98,1097.19,100.00,5338.75
