server_round,client_id,bytes_received_update,bytes_sent_global,num_samples,round_duration_sec,timestamp
44,client_4,1923,3323,60000,0.396568,2026-03-01 20:51:54
44,client_3,1923,3323,60000,0.396568,2026-03-01 20:51:54
44,client_1,1923,3323,60000,0.396568,2026-03-01 20:51:54
44,client_2,1923,3323,60000,0.396568,2026-03-01 20:51:54
44,client_5,1923,3323,60000,0.396568,2026-03-01 20:51:54
45,client_5,1923,3323,60000,0.503350,2026-03-01 20:52:03
45,client_1,1923,3323,60000,0.503350,2026-03-01 20:52:03
45,client_0,1923,3323,60000,0.503350,2026-03-01 20:52:03
45,client_3,1923,3323,60000,0.503350,2026-03-01 20:52:03
45,client_4,1923,3323,60000,0.503350,2026-03-01 20:52:03
45,client_2,1923,3323,60000,0.503350,2026-03-01 20:52:03
46,client_2,1923,3323,60000,0.304340,2026-03-01 20:52:12
46,client_1,1923,3323,60000,0.304340,2026-03-01 20:52:12
46,client_5,1923,3323,60000,0.304340,2026-03-01 20:52:12
46,client_0,1923,3323,60000,0.304340,2026-03-01 20:52:12
46,client_4,1923,3323,60000,0.304340,2026-03-01 20:52:12
46,client_3,1923,3323,60000,0.304340,2026-03-01 20:52:12
47,client_1,1923,3323,60000,1.801160,2026-03-01 20:52:22
47,client_0,1923,3323,60000,1.801160,2026-03-01 20:52:22
47,client_5,1923,3323,60000,1.801160,2026-03-01 20:52:22
47,client_2,1923,3323,60000,1.801160,2026-03-01 20:52:22
47,client_4,1923,3323,60000,1.801160,2026-03-01 20:52:22
47,client_3,1923,3323,60000,1.801160,2026-03-01 20:52:22
48,client_1,1923,3323,60000,0.300450,2026-03-01 20:52:30
48,client_3,1923,3323,60000,0.300450,2026-03-01 20:52:30
48,client_2,1923,3323,60000,0.300450,2026-03-01 20:52:30
48,client_4,1923,3323,60000,0.300450,2026-03-01 20:52:30
48,client_0,1923,3323,60000,0.300450,2026-03-01 20:52:30
48,client_5,1923,3323,60000,0.300450,2026-03-01 20:52:30
49,client_1,1923,3323,60000,0.351119,2026-03-01 20:52:38
49,client_5,1923,3323,60000,0.351119,2026-03-01 20:52:38
49,client_3,1923,3323,60000,0.351119,2026-03-01 20:52:38
49,client_2,1923,3323,60000,0.351119,2026-03-01 20:52:38
49,client_0,1923,3323,60000,0.351119,2026-03-01 20:52:38
49,client_4,1923,3323,60000,0.351119,2026-03-01 20:52:38
50,client_4,1923,3323,60000,0.427242,2026-03-01 20:52:46
50,client_5,1923,3323,60000,0.427242,2026-03-01 20:52:46
50,client_3,1923,3323,60000,0.427242,2026-03-01 20:52:46
50,client_1,1923,3323,60000,0.427242,2026-03-01 20:52:46
50,client_0,1923,3323,60000,0.427242,2026-03-01 20:52:46
50,client_2,1923,3323,60000,0.427242,2026-03-01 20:52:46
51,client_2,1923,3323,60000,0.403198,2026-03-01 20:52:53
51,client_5,1923,3323,60000,0.403198,2026-03-01 20:52:53
51,client_4,1923,3323,60000,0.403198,2026-03-01 20:52:53
51,client_3,1923,3323,60000,0.403198,2026-03-01 20:52:53
51,client_0,1923,3323,60000,0.403198,2026-03-01 20:52:53
51,client_1,1923,3323,60000,0.403198,2026-03-01 20:52:53
52,client_1,1923,3323,60000,0.409354,2026-03-01 20:53:02
52,client_2,1923,3323,60000,0.409354,2026-03-01 20:53:02
52,client_5,1923,3323,60000,0.409354,2026-03-01 20:53:02
52,client_4,1923,3323,60000,0.409354,2026-03-01 20:53:02
52,client_3,1923,3323,60000,0.409354,2026-03-01 20:53:02
52,client_0,1923,3323,60000,0.409354,2026-03-01 20:53:02
53,client_0,1923,3323,60000,0.507552,2026-03-01 20:53:10
53,client_1,1923,3323,60000,0.507552,2026-03-01 20:53:10
53,client_2,1923,3323,60000,0.507552,2026-03-01 20:53:10
53,client_5,1923,3323,60000,0.507552,2026-03-01 20:53:10
53,client_4,1923,3323,60000,0.507552,2026-03-01 20:53:10
53,client_3,1923,3323,60000,0.507552,2026-03-01 20:53:10
54,client_3,1923,3323,60000,0.325948,2026-03-01 20:53:18
54,client_0,1923,3323,60000,0.325948,2026-03-01 20:53:18
54,client_1,1923,3323,60000,0.325948,2026-03-01 20:53:18
54,client_2,1923,3323,60000,0.325948,2026-03-01 20:53:18
54,client_4,1923,3323,60000,0.325948,2026-03-01 20:53:18
54,client_5,1923,3323,60000,0.325948,2026-03-01 20:53:18
55,client_5,1923,3323,60000,0.516992,2026-03-01 20:53:27
55,client_0,1923,3323,60000,0.516992,2026-03-01 20:53:27
55,client_2,1923,3323,60000,0.516992,2026-03-01 20:53:27
55,client_1,1923,3323,60000,0.516992,2026-03-01 20:53:27
55,client_3,1923,3323,60000,0.516992,2026-03-01 20:53:27
55,client_4,1923,3323,60000,0.516992,2026-03-01 20:53:27
56,client_4,1923,3323,60000,0.201974,2026-03-01 20:53:35
56,client_0,1923,3323,60000,0.201974,2026-03-01 20:53:35
56,client_1,1923,3323,60000,0.201974,2026-03-01 20:53:35
