timestamp,run_id,seed,client_id,mode,target,num_rounds,local_epochs,avg_rtt,avg_send_time,train_time,total_round_cost,test_acc,test_loss,peak_rss_mb,avg_cpu_norm_percent
4/29/26 17:19,run_771,771,client_3,tls_pftlstyle,localhost:50052,15,1,3.61148,0.003454,18.411438,22.026372,0.9054,0.304126,884.48,7.69
4/29/26 17:19,run_771,771,client_0,tls_pftlstyle,localhost:50052,15,1,1.816852,0.004245,20.098665,21.919762,0.9054,0.304126,867.28,7.68
4/29/26 17:56,run_576,576,client_1,tls_pftlstyle,localhost:50052,15,1,2.510415,0.003525,19.696545,22.210485,0.9056,0.305363,862.23,7.63
4/29/26 17:56,run_576,576,client_5,tls_pftlstyle,localhost:50052,15,1,0.979231,0.002236,21.188997,22.170464,0.9056,0.305363,878.64,7.63
4/29/26 17:56,run_576,576,client_2,tls_pftlstyle,localhost:50052,15,1,2.732597,0.003396,19.487276,22.223269,0.9056,0.305363,816.44,7.66
4/29/26 17:56,run_576,576,client_4,tls_pftlstyle,localhost:50052,15,1,3.81051,0.003153,18.411137,22.2248,0.9056,0.305363,851.38,7.77
4/29/26 17:56,run_576,576,client_3,tls_pftlstyle,localhost:50052,15,1,1.795037,0.00239,20.427845,22.225273,0.9056,0.305363,819.64,7.66
4/29/26 17:56,run_576,576,client_0,tls_pftlstyle,localhost:50052,15,1,2.307315,0.003454,19.963453,22.274222,0.9056,0.305363,891.5,7.57
4/29/26 18:12,run_444,444,client_1,tls_pftlstyle,localhost:50052,15,1,2.389308,0.002743,20.458015,22.850066,0.9151,0.288045,849.47,7.32
4/29/26 18:12,run_444,444,client_2,tls_pftlstyle,localhost:50052,15,1,2.060022,0.003181,20.801741,22.864944,0.9151,0.288045,849.39,7.53
4/29/26 18:12,run_444,444,client_0,tls_pftlstyle,localhost:50052,15,1,2.797839,0.002875,20.018122,22.818836,0.9151,0.288045,777.81,7.48
4/29/26 18:12,run_444,444,client_5,tls_pftlstyle,localhost:50052,15,1,1.800771,0.004144,21.036112,22.841026,0.9151,0.288045,864.38,7.36
4/29/26 18:12,run_444,444,client_4,tls_pftlstyle,localhost:50052,15,1,2.717276,0.00215,20.075591,22.795017,0.9151,0.288045,860.27,7.47
